,Tag,Codes,simSeconds,hostSeconds
171,LSXY_ldsd41-10,"#include <stdio.h>

#define ROWS 5
#define COLS 10
#define DEPTH 8

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);

int main() {
  int A[ROWS][COLS][DEPTH] = {0};
  int B[COLS][DEPTH][ROWS] = {0};
  int C[ROWS][DEPTH][ROWS] = {0};

  int i, j, k;
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        A[i][j][k] = i + j + k;
        B[j][k][i] = i + j + k;
      }
    }
  }

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  printf(""Matrix A:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        printf(""%d "", A[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < COLS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", B[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", C[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += *(A + i*cols_A*depth + m*depth + n) * *(B + m*depth*cols_B + n*cols_B + p);
            }
          }
        }
      }
    }
  }
}",0.007578,5.34
172,LSXY_ldsd42-10,"#include <stdio.h>

#define ROWS 5
#define COLS 10
#define DEPTH 8

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);

int main() {
  int A[ROWS][COLS][DEPTH] = {0};
  int B[COLS][DEPTH][ROWS] = {0};
  int C[ROWS][DEPTH][ROWS] = {0};

  int i, j, k;
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        A[i][j][k] = i + j + k;
        B[j][k][i] = i + j + k;
      }
    }
  }

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  printf(""Matrix A:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        printf(""%d "", A[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < COLS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", B[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", C[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += 1;
            }
          }
        }
        *(C + i*depth*rows_A + j*rows_A + k) = sum;
      }
    }
  }
}",0.003133,2.39
173,LSXY_ldsd43-12,"#include <stdio.h>

#define ROWS 15
#define COLS 15

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int cols_B);

int main() {
  int A[ROWS][COLS] = {
    {1, 2, 3},
    {4, 5, 6},
    {7, 8, 9}
  };

  int B[ROWS][COLS] = {
    {9, 8, 7},
    {6, 5, 4},
    {3, 2, 1}
  };

  int C[ROWS][COLS] = {0};
  int D[ROWS][COLS] = {0};
  int E[ROWS][COLS] = {0};

  matrix_multiply(&A[0][0], &B[0][0], &C[0][0], ROWS, COLS, COLS);
  matrix_multiply(&B[0][0], &C[0][0], &D[0][0], ROWS, COLS, COLS);
  matrix_multiply(&A[0][0], &D[0][0], &E[0][0], ROWS, COLS, COLS);

  printf(""Matrix A:\n"");
  for (int i = 0; i < ROWS; i++) {
    for (int j = 0; j < COLS; j++) {
      printf(""%d "", A[i][j]);
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (int i = 0; i < ROWS; i++) {
    for (int j = 0; j < COLS; j++) {
      printf(""%d "", B[i][j]);
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (int i = 0; i < ROWS; i++) {
    for (int j = 0; j < COLS; j++) {
      printf(""%d "", C[i][j]);
    }
    printf(""\n"");
  }

  printf(""Resulting matrix D:\n"");
  for (int i = 0; i < ROWS; i++) {
    for (int j = 0; j < COLS; j++) {
      printf(""%d "", D[i][j]);
    }
    printf(""\n"");
  }

  printf(""Resulting matrix E:\n"");
  for (int i = 0; i < ROWS; i++) {
    for (int j = 0; j < COLS; j++) {
      printf(""%d "", E[i][j]);
    }
    printf(""\n"");
  }

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int cols_B) {
  int i, j, k;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < cols_B; j++) {
      int sum = 0;
      for (k = 0; k < cols_A; k++) {
        sum += 1;
      }
      *(C + i*cols_B + j) = sum;
    }
  }
}",0.001913,1.45
174,LSXY_ldsd44-13,"#include <stdio.h>

#define ROWS 15
#define COLS 15

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int cols_B);
void print_matrix(int *matrix, int rows, int cols, char *name);

int main() {
  int A[ROWS][COLS] = {
    {1, 2, 3},
    {4, 5, 6},
    {7, 8, 9}
  };

  int B[ROWS][COLS] = {
    {9, 8, 7},
    {6, 5, 4},
    {3, 2, 1}
  };

  int C[ROWS][COLS] = {0};
  int D[ROWS][COLS] = {0};
  int E[ROWS][COLS] = {0};

  matrix_multiply(&A[0][0], &B[0][0], &C[0][0], ROWS, COLS, COLS);
  matrix_multiply(&B[0][0], &C[0][0], &D[0][0], ROWS, COLS, COLS);
  matrix_multiply(&A[0][0], &D[0][0], &E[0][0], ROWS, COLS, COLS);

  print_matrix(&A[0][0], ROWS, COLS, ""Matrix A"");
  print_matrix(&B[0][0], ROWS, COLS, ""Matrix B"");
  print_matrix(&C[0][0], ROWS, COLS, ""Resulting matrix C"");
  print_matrix(&D[0][0], ROWS, COLS, ""Resulting matrix D"");
  print_matrix(&E[0][0], ROWS, COLS, ""Resulting matrix E"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int cols_B) {
  int i, j, k;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < cols_B; j++) {
      int sum = 0;
      for (k = 0; k < cols_A; k++) {
        sum += 415;
      }
      *(C + i*cols_B + j) = sum;
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      printf(""%d "", *(matrix + i*cols + j));
    }
    printf(""\n"");
  }
  printf(""\n"");
}",0.002077,1.58
175,LSXY_ldsd45-14,"#include <stdio.h>
#include <stdlib.h>

#define ROWS 15
#define COLS 15

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int cols_B);
void initialize_matrix(int *matrix, int rows, int cols);
void print_matrix(int *matrix, int rows, int cols, char *name);

int main() {
  int A[ROWS][COLS];
  int B[ROWS][COLS];
  int C[ROWS][COLS] = {0};
  int D[ROWS][COLS] = {0};
  int E[ROWS][COLS] = {0};

  initialize_matrix(&A[0][0], ROWS, COLS);
  initialize_matrix(&B[0][0], ROWS, COLS);

  matrix_multiply(&A[0][0], &B[0][0], &C[0][0], ROWS, COLS, COLS);
  matrix_multiply(&B[0][0], &C[0][0], &D[0][0], ROWS, COLS, COLS);
  matrix_multiply(&A[0][0], &D[0][0], &E[0][0], ROWS, COLS, COLS);

  print_matrix(&A[0][0], ROWS, COLS, ""Matrix A"");
  print_matrix(&B[0][0], ROWS, COLS, ""Matrix B"");
  print_matrix(&C[0][0], ROWS, COLS, ""Resulting matrix C"");
  print_matrix(&D[0][0], ROWS, COLS, ""Resulting matrix D"");
  print_matrix(&E[0][0], ROWS, COLS, ""Resulting matrix E"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int cols_B) {
  int i, j, k;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < cols_B; j++) {
      int sum = 0;
      for (k = 0; k < cols_A; k++) {
        sum += 548;
      }
      *(C + i*cols_B + j) = sum;
    }
  }
}

void initialize_matrix(int *matrix, int rows, int cols) {
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      *(matrix + i*cols + j) = rand() % 10;
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      printf(""%d "", *(matrix + i*cols + j));
    }
    printf(""\n"");
  }
  printf(""\n"");
}",0.002204,1.57
176,LSXY_ldsd46-15,"#include <stdio.h>

#define ROWS 10
#define COLS 10
#define DEPTH 8

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);
void print_matrix(int *matrix, int rows, int cols, int depth, char *name);

int main() {
  int A[ROWS][COLS][DEPTH] = {0};
  int B[COLS][DEPTH][ROWS] = {0};
  int C[ROWS][DEPTH][ROWS] = {0};

  int i, j, k;
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        A[i][j][k] = i + j + k;
        B[j][k][i] = i + j + k;
      }
    }
  }

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  print_matrix(&A[0][0][0], ROWS, COLS, DEPTH, ""Matrix A"");
  print_matrix(&B[0][0][0], COLS, DEPTH, ROWS, ""Matrix B"");
  print_matrix(&C[0][0][0], ROWS, DEPTH, ROWS, ""Resulting matrix C"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += 1128;
            }
          }
        }
        *(C + i*depth*rows_A + j*rows_A + k) = sum;
      }
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, int depth, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    printf(""Matrix Slice %d:\n"", i);
    for (int j = 0; j < depth; j++) {
      for (int k = 0; k < cols; k++) {
        printf(""%d "", *(matrix + i*depth*cols + j*cols + k));
      }
      printf(""\n"");
    }
    printf(""\n"");
  }
  printf(""\n"");
}",0.013177,10.93
177,LSXY_ldsd47-16,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS 10
#define COLS 10
#define DEPTH 8

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);
void print_matrix(int *matrix, int rows, int cols, int depth, char *name);
void init_matrix(int *matrix, int rows, int cols, int depth);

int main() {
  int A[ROWS][COLS][DEPTH];
  int B[COLS][DEPTH][ROWS];
  int C[ROWS][DEPTH][ROWS];

  init_matrix(&A[0][0][0], ROWS, COLS, DEPTH);
  init_matrix(&B[0][0][0], COLS, DEPTH, ROWS);

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  print_matrix(&A[0][0][0], ROWS, COLS, DEPTH, ""Matrix A"");
  print_matrix(&B[0][0][0], COLS, DEPTH, ROWS, ""Matrix B"");
  print_matrix(&C[0][0][0], ROWS, DEPTH, ROWS, ""Resulting matrix C"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += rand();
            }
          }
        }
        *(C + i*depth*rows_A + j*rows_A + k) = sum;
      }
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, int depth, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    printf(""Matrix Slice %d:\n"", i);
    for (int j = 0; j < depth; j++) {
      for (int k = 0; k < cols; k++) {
        printf(""%d "", *(matrix + i*depth*cols + j*cols + k));
      }
      printf(""\n"");
    }
    printf(""\n"");
  }
  printf(""\n"");
}

void init_matrix(int *matrix, int rows, int cols, int depth) {
  srand(time(NULL));
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      for (int k = 0; k < depth; k++) {
        *(matrix + i*depth*cols + j*depth + k) = rand() % 10 + 1;
      }
    }
  }
}",0.080835,72.33
178,LSXY_ldsd48-17,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS 10
#define COLS 10
#define DEPTH 10

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);
void print_matrix(int *matrix, int rows, int cols, int depth, char *name);
void init_matrix(int *matrix, int rows, int cols, int depth);

int main() {
  int A[ROWS][COLS][DEPTH];
  int B[COLS][DEPTH][ROWS];
  int C[ROWS][DEPTH][ROWS];

  init_matrix(&A[0][0][0], ROWS, COLS, DEPTH);
  init_matrix(&B[0][0][0], COLS, DEPTH, ROWS);

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  print_matrix(&A[0][0][0], ROWS, COLS, DEPTH, ""Matrix A"");
  print_matrix(&B[0][0][0], COLS, DEPTH, ROWS, ""Matrix B"");
  print_matrix(&C[0][0][0], ROWS, DEPTH, ROWS, ""Resulting matrix C"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += rand();
            }
          }
        }
        *(C + i*depth*rows_A + j*rows_A + k) = sum;
      }
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, int depth, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    printf(""Matrix Slice %d:\n"", i);
    for (int j = 0; j < depth; j++) {
      for (int k = 0; k < cols; k++) {
        printf(""%d "", *(matrix + i*depth*cols + j*cols + k));
      }
      printf(""\n"");
    }
    printf(""\n"");
  }
  printf(""\n"");
}

void init_matrix(int *matrix, int rows, int cols, int depth) {
  srand(time(NULL));
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      for (int k = 0; k < depth; k++) {
        *(matrix + i*depth*cols + j*depth + k) = rand() % 10 + 1;
      }
    }
  }
}",0.124745,106.27
179,LSXY_ldsd49-18,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS 10
#define COLS 10
#define DEPTH 10

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);
void print_matrix(int *matrix, int rows, int cols, int depth, char *name);
void init_matrix(int *matrix, int rows, int cols, int depth);

int main() {
  int A[ROWS][COLS][DEPTH];
  int B[COLS][DEPTH][ROWS];
  int C[ROWS][DEPTH][ROWS];

  init_matrix(&A[0][0][0], ROWS, COLS, DEPTH);
  init_matrix(&B[0][0][0], COLS, DEPTH, ROWS);

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  print_matrix(&A[0][0][0], ROWS, COLS, DEPTH, ""Matrix A"");
  print_matrix(&B[0][0][0], COLS, DEPTH, ROWS, ""Matrix B"");
  print_matrix(&C[0][0][0], ROWS, DEPTH, ROWS, ""Resulting matrix C"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += rand();
              sum += rand();
            }
          }
        }
        *(C + i*depth*rows_A + j*rows_A + k) = sum;
      }
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, int depth, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    printf(""Matrix Slice %d:\n"", i);
    for (int j = 0; j < depth; j++) {
      for (int k = 0; k < cols; k++) {
        printf(""%d "", *(matrix + i*depth*cols + j*cols + k));
      }
      printf(""\n"");
    }
    printf(""\n"");
  }
  printf(""\n"");
}

void init_matrix(int *matrix, int rows, int cols, int depth) {
  srand(time(NULL));
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      for (int k = 0; k < depth; k++) {
        *(matrix + i*depth*cols + j*depth + k) = rand() % 10 + 1;
      }
    }
  }
}",0.232648,197.44
180,LSSF_ls_0,"#include <stdio.h>

int main() {
    int x = 10;
    int y = 0;
    
    // Store x into memory address pointed by &y
    *(int *)&y = x;
    
    // Load value from memory address pointed by &y into variable x
    x = *(int *)&y;
    
    printf(""x = %d\n"", x); // Output: x = 10
    
    return 0;
}
",0.000371,0
181,LSSF_ls_1,"#include <stdio.h>

int main() {
    int a = 10;
    int b;

    // store operation
    __asm__(""movl %1, %0;"" : ""=r""(b) : ""r""(a));

    // load operation
    __asm__(""movl %1, %0;"" : ""=r""(b) : ""r""(a));

    printf(""a = %d, b = %d\n"", a, b);

    return 0;
}
",0.000369,0
182,LSSF_ls_2,"#include <stdio.h>

int main() {
    int x = 42;
    int y = 0;
    
    printf(""x = %d\n"", x);
    printf(""y = %d\n"", y);
    
    // Store the value of x into y
    __asm__ (
        ""movl %1, %%eax\n\t""
        ""movl %%eax, %0\n\t""
        : ""=r"" (y)       // Output operands
        : ""r"" (x)        // Input operands
        : ""%eax""         // Clobbered registers
    );
    
    printf(""x = %d\n"", x);
    printf(""y = %d\n"", y);
    
    // Load the value of y into x
    __asm__ (
        ""movl %1, %%eax\n\t""
        ""movl %%eax, %0\n\t""
        : ""=r"" (x)       // Output operands
        : ""r"" (y)        // Input operands
        : ""%eax""         // Clobbered registers
    );
    
    printf(""x = %d\n"", x);
    printf(""y = %d\n"", y);
    
    return 0;
}
",0.000375,0
183,LSSF_ls_3,"#include <stdio.h>

int main() {
    int x = 10;
    int *ptr = &x;
    int y;

    // Load operation
    y = *ptr;
    printf(""Value of y: %d\n"", y);

    // Store operation
    *ptr = 20;
    printf(""Value of x: %d\n"", x);

    return 0;
}
",0.000372,0
184,LSSF_ls_4,"#include <stdio.h>

int main() {
    int x = 10;
    int *ptr = &x;

    printf(""The value of x is %d\n"", x);

    *ptr = 20; // Store operation

    printf(""The value of x is %d\n"", x);

    int y = *ptr; // Load operation

    printf(""The value of y is %d\n"", y);

    return 0;
}
",0.000374,0
185,LSSF_ls_5,"#include <stdio.h>

int main() {
    int a = 10;
    int b = 0;

    // Store the value of 'a' in memory
    __asm__ __volatile__(""movl %0, %%ebx"" : : ""r"" (a));

    // Load the value of 'a' from memory into 'b'
    __asm__ __volatile__(""movl %%ebx, %0"" : ""=r"" (b));

    printf(""a = %d\n"", a);
    printf(""b = %d\n"", b);

    return 0;
}
",0.00037,0
186,LSSF_ls_6,"#include <stdio.h>

int main() {
   int arr[3] = {1, 2, 3};
   int *ptr = arr;
   int i;

   // Store operation
   *(ptr + 1) = 5;

   // Load operation
   for (i = 0; i < 3; i++) {
      printf(""arr[%d] = %d\n"", i, *(ptr + i));
   }

   return 0;
}
",0.000375,0
187,LSSF_ls_7,"#include <stdio.h>

int main() {
   int arr[] = {1, 2, 3, 4, 5};
   int *ptr = arr;
   int i;

   // Store operation
   *(ptr + 2) = 10;

   // Load operation
   for (i = 0; i < 5; i++) {
      printf(""arr[%d] = %d\n"", i, *(ptr + i));
   }

   return 0;
}
",0.000379,0
188,LSSF_ls_8,"#include <stdio.h>

int main() {
    int arr[] = {1, 2, 3, 4, 5};
    int *ptr = arr;
    int n = 5;

    // Store operation
    *(ptr + 2) = 10;

    // Load operation
    int i;
    for (i = 0; i < n; i++) {
        printf(""%d "", *(ptr + i));
    }

    return 0;
}
",0.000376,0
